LASTNAME,FIRSTNAME,PLAYERID,DAVENPORTCODE,MLBCODE,RETROSHEETCODE
Figgins,Chone,876,FIGGINS19780122A,408210,figgc001
Fullmer,Brad,877,FULLMER19750117A,114485,fullb001
Gil,Benji,878,GIL19721006A,114768,gil-b001
Glaus,Troy,879,GLAUS19760803A,136267,glaut001
Kennedy,Adam,884,KENNEDY19760110A,150456,kenna001
Levine,Alan,887,LEVINE19680522A,117722,levia001
Lukasiewicz,Mark,888,LUKASIEWI19730308A,400081,lukam001
Molina,Bengie,893,MOLINA19740720A,134260,molib001
Ochoa,Alex,898,OCHOA19720329A,119913,ochoa001
Ortiz,Ramon,899,ORTIZ19730323A,150009,ortir002
Palmeiro,Orlando,900,PALMEIRO19690119A,120190,palmo001
Percival,Troy,901,PERCIVAL19690809A,120401,perct001
Pote,Lou,902,POTE19710827A,150010,potel001
Salmon,Tim,905,SALMON19680824A,121640,salmt001
Schoeneweis,Scott,907,SCHOENEWE19731002A,150011,schos001
Sele,Aaron,908,SELE19700625A,121986,selea001
Shields,Scot,909,SHIELDS19750722A,276912,shies002
Spiezio,Scott,910,SPIEZIO19720921A,122596,spies001
Washburn,Jarrod,912,WASHBURN19740813A,132220,washj001
Weber,Ben,913,WEBER19691117A,276533,webeb001
Wooten,Shawn,915,WOOTEN19720724A,279564,woots001
Bowie,Micah,919,BOWIE19741110A,150295,bowim001
Bradford,Chad,920,BRADFORD19740914A,136268,bradc001
Byrnes,Eric,922,BYRNES19760216A,291565,byrne001
Durham,Ray,925,DURHAM19711130A,113660,durhr001
Dye,Jermaine,926,DYE19740128A,113679,dye-j001
Ellis,Mark,927,ELLIS19770606A,407885,ellim001
German,Esteban,929,GERMAN19780126A,407397,germe001
Grabowski,Jason,930,GRABOWSKI19760524A,276543,grabj001
Harang,Aaron,932,HARANG19780509A,421685,haraa001
Hatteberg,Scott,935,HATTEBERG19691214A,115608,hatts001
Hiljus,Erik,937,HILJUS19721225A,150195,hilje001
Hudson,Tim,938,HUDSON19750714A,218596,hudst001
Koch,Billy,940,KOCH19741214A,150477,kochb001
Lidle,Cory,943,LIDLE19720322A,117756,lidlc001
Lilly,Ted,944,LILLY19760104A,150404,lillt001
Long,Terrence,945,LONG19760229A,150239,longt002
Mabry,John,946,MABRY19701017A,118065,mabrj001
Magnante,Mike,947,MAGNANTE19650617A,118141,magnm001
McKay,Cody,948,MCKAY19740111A,150424,mckac001
Mecir,Jim,949,MECIR19700516A,118898,mecij001
Menechino,Frank,950,MENECHINO19710107A,236427,menef001
Mulder,Mark,952,MULDER19770805A,150426,muldm001
Myers,Greg,953,MYERS19660414A,119616,myerg001
Piatt,Adam,955,PIATT19760208A,276516,piata001
Rincon,Ricardo,957,RINCON19700413A,121215,rincr001
Saenz,Olmedo,958,SAENZ19701008A,121616,saeno001
Sutton,Larry,961,SUTTON19700514A,123009,suttl001
Tam,Jeff,963,TAM19700819A,134641,tam-j001
Valdez,Mario,965,VALDEZ19741119A,123603,valdm002
Velarde,Randy,966,VELARDE19621124A,123690,velar001
Zito,Barry,969,ZITO19780513A,217096,zitob001
Berg,Dave,972,BERG19700903A,132787,bergd002
Bowles,Brian,973,BOWLES19760818A,406954,bowlb001
Cash,Kevin,976,CASH19771206A,408211,cashk001
Cassidy,Scott,977,CASSIDY19751003A,407859,casss001
Coco,Pasqual,979,COCO19770908A,277412,cocop001
Delgado,Carlos,981,DELGADO19720625A,113232,delgc001
Escobar,Kelvim,983,ESCOBAR19760411A,113898,escok001
File,Bob,985,FILE19770128A,400105,fileb001
Halladay,Roy,989,HALLADAY19770514A,136880,hallr001
Hendrickson,Mark,990,HENDRICKS19740623A,424805,hendm001
Hinske,Eric,992,HINSKE19770805A,400134,hinse001
Huckaby,Ken,993,HUCKABY19710127A,279570,huckk001
Hudson,Orlando,994,HUDSON19771212A,407861,hudso001
Kershner,Jason,995,KERSHNER19761219A,424625,kersj001
Lawrence,Joe,996,LAWRENCE19770213A,150478,lawrj001
Loaiza,Esteban,997,LOAIZA19711231A,117842,loaie001
Lopez,Felipe,998,LOPEZ19800512A,150479,lopef001
Lyon,Brandon,999,LYON19790810A,407193,lyonb003
Parris,Steve,1003,PARRIS19671217A,120247,parrs001
Phelps,Josh,1004,PHELPS19780512A,150482,phelj001
Politte,Cliff,1006,POLITTE19740227A,131700,polic001
Prokopec,Luke,1007,PROKOPEC19780223A,150389,prokl001
Smith,Mike,1014,SMITH00000000K,431079,
Stewart,Shannon,1015,STEWART19740225A,122784,stews002
Swann,Pedro,1016,SWANN19701027A,150201,swanp001
Thurman,Corey,1017,THURMAN19781105A,407903,thurc001
Walker,Pete,1018,WALKER19690408A,123839,walkp001
Wells,Vernon,1019,WELLS19781208A,150484,wellv001
Werth,Jayson,1020,WERTH19790520A,150029,wertj001
Wiggins,Scott,1021,WIGGINS19760324A,424364,wiggs001
Wilson,Tom,1022,WILSON19701219A,134263,wilst003
Wise,Dewayne,1023,WISE19780224A,276547,wised001
Woodward,Chris,1024,WOODWARD19760627A,218595,woodc001
Abernathy,Brent,1025,ABERNATHY19770923A,150466,aberb001
Alvarez,Wilson,1026,ALVAREZ19700324A,110209,alvaw001
Bierbrodt,Nick,1029,BIERBRODT19780516A,150149,biern001
Brazelton,Dewon,1030,BRAZELTON19800616A,407376,brazd001
Colome,Jesus,1034,COLOME19771223A,400125,coloj001
Conti,Jason,1035,CONTI19750127A,150152,contj001
Cox,Steve,1036,COX19741031A,150132,cox-s001
Crawford,Carl,1037,CRAWFORD19810805A,408307,crawc002
de los Santos,Luis,1038,DELOSSANT19771101A,150087,delol002
Escalona,Felix,1039,ESCALONA19790312A,407905,escaf001
Flaherty,John,1040,FLAHERTY19671021A,114208,flahj001
Gardner,Lee,1041,GARDNER19750116A,421104,gardl001
Gomez,Chris,1043,GOMEZ19710616A,114909,gomec001
Grieve,Ben,1044,GRIEVE19760504A,115132,grieb001
Hall,Toby,1045,HALL19751021A,150134,hallt001
Harper,Travis,1047,HARPER19760521A,150135,harpt002
Hoover,Paul,1048,HOOVER19760414A,150137,hoovp001
Huff,Aubrey,1049,HUFF19761220A,333492,huffa001
James,Delvin,1050,JAMES19780103A,400126,jamed002
Johnson,Russ,1051,JOHNSON19730222A,116641,johnr006
Kennedy,Joe,1052,KENNEDY19790524A,406773,kennj001
Kent,Steve,1053,KENT19781003A,407902,kents001
Phelps,Travis,1057,PHELPS19770725A,400127,phelt001
Rolls,Damian,1060,ROLLS19770915A,150390,rolld001
Rupe,Ryan,1061,RUPE19750331A,150142,ruper001
Sandberg,Jared,1062,SANDBERG19780302A,277409,sandj001
Sheets,Andy,1063,SHEETS19711119A,122109,sheea001
Standridge,Jason,1066,STANDRIDG19781109A,285075,stanj001
Sturtze,Tanyon,1067,STURTZE19701012A,122915,sturt001
Tyner,Jason,1069,TYNER19770423A,150244,tynej001
Vaughn,Greg,1070,VAUGHN19650703A,123675,vaugg001
Wilson,Paul,1072,WILSON19730328A,124417,wilsp001
Winn,Randy,1073,WINN19740609A,133160,winnr001
Yan,Esteban,1074,YAN19750622A,124643,yan-e001
Zambrano,Victor,1075,ZAMBRANO19740806A,406913,zambv001
Baez,Danys,1076,BAEZ19770910A,276056,baezd001
Bard,Josh,1077,BARD19780330A,408036,bardj001
Bradley,Milton,1078,BRADLEY19780415A,150396,bradm001
Broussard,Ben,1079,BROUSSARD19760924A,407777,broub001
Burba,Dave,1080,BURBA19660707A,111692,burbd001
Burks,Ellis,1081,BURKS19640911A,111736,burke001
Crisp,Coco,1084,CRISP19791101A,424825,crisc001
Diaz,Einar,1088,DIAZ19721228A,113330,diaze002
Drese,Ryan,1090,DRESE19760405A,400181,dresr001
Elder,Dave,1091,ELDER19750923A,276541,elded001
Escobar,Alex,1092,ESCOBAR19780906A,276510,escoa002
Fryman,Travis,1094,FRYMAN19690325A,114465,frymt001
Garcia,Karim,1095,GARCIA19751029A,114588,garck002
Gutierrez,Ricky,1098,GUTIERREZ19700523A,115263,gutir001
Herrera,Alex,1099,HERRERA19761105A,407789,herra001
LaRocca,Greg,1100,LAROCCA19721110A,342992,larog001
Lawton,Matt,1101,LAWTON19711103A,117566,lawtm002
Lee,Cliff,1102,LEE19780830A,424324,lee-c003
Magruder,Chris,1103,MAGRUDER19770426A,285072,magrc001
McDonald,John,1107,MCDONALD19740924A,150348,mcdoj003
Mulholland,Terry,1109,MULHOLLAN19630309A,119488,mulht001
Nagy,Charles,1110,NAGY19670505A,119640,nagyc001
Paronto,Chad,1111,PARONTO19750728A,406301,paroc001
Perez,Eddie,1112,PEREZ19680504A,120407,peree002
Phillips,Brandon,1113,PHILLIPS19810628A,408252,philb001
Riggan,Jerrod,1114,RIGGAN19740516A,339492,riggj001
Riske,David,1115,RISKE19761023A,228594,riskd001
Sabathia,CC,1117,SABATHIA19800721A,282332,sabac001
Sadler,Carl,1118,SADLER19761011A,424725,sadlc001
Selby,Bill,1119,SELBY19700611A,121985,selbb001
Snyder,Earl,1123,SNYDER19760506A,407897,snyde001
Stevens,Lee,1124,STEVENS19670710A,122765,stevl001
Tallet,Brian,1125,TALLET19770921A,425226,tallb001
Thome,Jim,1127,THOME19700827A,123272,thomj002
Vizquel,Omar,1129,VIZQUEL19670424A,123744,vizqo001
Westbrook,Jake,1130,WESTBROOK19770929A,150414,westj001
Wickman,Bob,1132,WICKMAN19690206A,124233,wickb001
Wohlers,Mark,1133,WOHLERS19700123A,124498,wohlm001
Wright,Jaret,1134,WRIGHT19751229A,124605,wrigj002
Abbott,Paul,1135,ABBOTT19670915A,110015,abbop001
Bloomquist,Willie,1139,BLOOMQUIS19771127A,217100,bloow001
Boone,Bret,1140,BOONE19690406A,111214,boonb002
Borders,Pat,1141,BORDERS19630514A,111232,bordp001
Cameron,Mike,1142,CAMERON19730108A,111904,camem001
Cirillo,Jeff,1147,CIRILLO19690923A,112297,cirij001
Creek,Doug,1148,CREEK19690301A,150034,creed001
Davis,Ben,1149,DAVIS19770310A,150433,davib003
Franklin,Ryan,1151,FRANKLIN19730305A,211041,franr001
Garcia,Freddy,1152,GARCIA19760610A,150119,garcf002
Guillen,Carlos,1155,GUILLEN19750930A,136722,guilc001
Halama,John,1156,HALAMA19720222A,134280,halaj001
Hasegawa,Shigetoshi,1157,HASEGAWA19680801A,115586,hases001
Kaye,Justin,1160,KAYE19760609A,400086,kayej001
Meche,Gil,1166,MECHE19780908A,219194,mechg001
Moyer,Jamie,1167,MOYER19621118A,119469,moyej001
Nelson,Jeff,1169,NELSON19661117A,119704,nelsj001
Offerman,Jose,1170,OFFERMAN19681111A,119948,offej001
Pineiro,Joel,1173,PINEIRO19780925A,334492,pinej001
Relaford,Desi,1175,RELAFORD19730916A,121058,relad001
Rhodes,Arthur,1176,RHODES19691024A,121125,rhoda001
Sasaki,Kazuhiro,1177,SASAKI19680222A,277408,sasak001
Serrano,Wascar,1178,SERRANO19770602A,150444,serrw001
Snelling,Chris,1181,SNELLING19811203A,421684,snelc001
Soriano,Rafael,1182,SORIANO19791219A,400089,sorir001
Suzuki,Ichiro,1184,SUZUKI19731022A,400085,suzui001
Ugueto,Luis,1187,UGUETO19790215A,407899,uguel001
Valdez,Ismael,1188,VALDES19730821A,123595,valdi001
Wilson,Dan,1189,WILSON19690325A,124383,wilsd001
Batista,Tony,1192,BATISTA19731209A,110682,batit001
Bauer,Rick,1193,BAUER19770110A,407400,bauer001
Bedard,Erik,1195,BEDARD19790306A,407853,bedae001
Bigbie,Larry,1196,BIGBIE19771104A,406933,bigbl001
Bordick,Mike,1197,BORDICK19650721A,111234,bordm001
Brock,Chris,1199,BROCK19710205A,111496,brocc001
Casanova,Raul,1200,CASANOVA19720823A,112077,casar001
Clark,Howie,1201,CLARK19740213A,408201,clarh001
Conine,Jeff,1202,CONINE19660627A,112559,conij001
Cordova,Marty,1203,CORDOVA19690710A,112682,cordm001
Douglass,Sean,1204,DOUGLASS19790428A,346868,dougs001
Driskill,Travis,1205,DRISKILL19710801A,150344,drist001
DuBose,Eric,1206,DUBOSE19760515A,276511,duboe001
Erickson,Scott,1207,ERICKSON19680202A,113884,erics001
Fordyce,Brook,1209,FORDYCE19700507A,114309,fordb001
Garcia,Luis C.,1210,GARCIA19750922A,408202,garcl003
Gibbons,Jay,1211,GIBBONS19770302A,400158,gibbj002
Gil,Geronimo,1212,GIL19750807A,282594,gil-g001
Groom,Buddy,1214,GROOM19650710A,115183,groob001
Hairston,Jerry,1215,HAIRSTON19760529A,150020,hairj002
Hentgen,Pat,1217,HENTGEN19681113A,115797,hentp001
Julio,Jorge,1221,JULIO19790303A,406402,julij001
Leon,Jose,1222,LEON19761208A,150459,leonj002
Lopez,Rodrigo,1225,LOPEZ19751214A,150438,loper001
Maduro,Calvin,1226,MADURO19740905A,118130,maduc001
Mora,Melvin,1231,MORA19720202A,206551,moram002
Moriarty,Mike,1232,MORIARTY19740308A,150225,morim001
Perez,Yorkis,1233,PEREZ19670930A,120417,perey001
Ponson,Sidney,1234,PONSON19761102A,132260,ponss001
Richard,Chris,1237,RICHARD19740607A,276537,richc001
Roberts,Willis,1239,ROBERTS19750619A,150199,robew001
Rogers,Ed,1241,ROGERS19780829A,407855,rogee001
Ryan,B.J.,1242,RYAN19751228A,124805,ryanb001
Segui,David,1243,SEGUI19660719A,121977,segud001
Singleton,Chris,1244,SINGLETON19720815A,150334,singc001
Towers,Josh,1247,TOWERS19770226A,346869,towej001
Bell,Rob,1249,BELL19770117A,150174,bellr003
Benoit,Joaquin,1250,BENOIT19770726A,276542,benoj001
Blalock,Hank,1251,BLALOCK19801121A,408213,blalh001
Catalanotto,Frank,1254,CATALANOT19740427A,112131,cataf001
Cordero,Francisco,1257,CORDERO19750511A,150188,cordf002
Davis,Doug,1258,DAVIS19750921A,150277,david002
Everett,Carl,1260,EVERETT19710603A,113946,everc001
Greene,Todd,1262,GREENE19710508A,115103,greet003
Greer,Rusty,1263,GREER19690121A,115114,greer001
Hafner,Travis,1264,HAFNER19770603A,400098,hafnt001
Haselman,Bill,1266,HASELMAN19660525A,115587,haseb001
Hollandsworth,Todd,1268,HOLLANDSW19730420A,116075,hollt001
Kolb,Danny,1271,KOLB19750329A,150285,kolbd001
Kozlowski,Ben,1272,KOZLOWSKI19800816A,420684,kozlb001
Lamb,Mike,1274,LAMB19750809A,150286,lambm001
Lewis,Colby,1275,LEWIS19790802A,407890,lewic001
Ludwick,Ryan,1276,LUDWICK19780713A,407886,ludwr001
Mench,Kevin,1278,MENCH19780107A,407891,menck001
Myette,Aaron,1280,MYETTE19770926A,150329,myeta001
Palmeiro,Rafael,1282,PALMEIRO19640924A,120191,palmr001
Park,Chan Ho,1283,PARK19730630A,120221,parkc002
Perry,Herb,1285,PERRY19690915A,120440,perrh001
Powell,Jay,1286,POWELL19720109A,120717,powej001
Reyes,Dennys,1289,REYES19770419A,121096,reyed001
Rivera,Ruben,1290,RIVERA19731114A,121252,river002
Rodriguez,Ivan,1291,RODRIGUEZ19711130A,121358,rodri001
Rogers,Kenny,1293,ROGERS19641110A,121386,rogek001
Van Poppel,Todd,1296,VANPOPPEL19711209A,123650,vanpt001
Agbayani,Benny,1300,AGBAYANI19711228A,133742,agbab001
Andrews,Shane,1301,ANDREWS19710828A,110262,andrs001
Arrojo,Rolando,1302,ARROJO19680718A,134361,arror001
Baerga,Carlos,1303,BAERGA19681104A,110427,baerc001
Banks,Willie,1304,BANKS19690227A,110536,bankw001
Burkett,John,1306,BURKETT19641128A,111734,burkj001
Castillo,Frank,1307,CASTILLO19690401A,112113,castf001
Clark,Tony,1308,CLARK19720615A,112316,clart002
Damon,Johnny,1310,DAMON19731105A,113028,damoj001
Daubach,Brian,1311,DAUBACH19720211A,136766,daubb001
Embree,Alan,1316,EMBREE19700123A,113833,embra001
Floyd,Cliff,1317,FLOYD19721205A,114260,floyc001
Fossum,Casey,1318,FOSSUM19780109A,407154,fossc001
Garciaparra,Nomar,1321,GARCIAPAR19730723A,114596,garcn001
Gomes,Wayne,1322,GOMES19730115A,114908,gomew001
Hancock,Josh,1323,HANCOCK19780411A,407820,hancj001
Haney,Chris,1324,HANEY19681116A,115415,hanec001
Henderson,Rickey,1325,HENDERSON19581225A,115749,hendr001
Hermanson,Dustin,1326,HERMANSON19721221A,115812,hermd001
Hillenbrand,Shea,1327,HILLENBRA19750727A,150167,hills002
Howry,Bob,1329,HOWRY19730804A,133982,howrb001
Lowe,Derek,1332,LOWE19730601A,117955,lowed001
Merloni,Lou,1335,MERLONI19710406A,134265,merll001
Mirabelli,Doug,1337,MIRABELLI19701018A,119182,mirad001
Nixon,Trot,1339,NIXON19740411A,119811,nixot001
Oliver,Darren,1340,OLIVER19701006A,119984,olivd001
Pickering,Calvin,1341,PICKERING19760929A,136730,pickc001
Ramirez,Manny,1342,RAMIREZ19720530A,120903,ramim002
Sanchez,Rey,1345,SANCHEZ19671005A,121663,sancr001
Sanchez,Freddy,1346,SANCHEZ19771221A,408108,sancf001
Varitek,Jason,1351,VARITEK19720411A,123660,varij001
Wakefield,Tim,1352,WAKEFIELD19660802A,123801,waket001
Affeldt,Jeremy,1354,AFFELDT19790606A,346793,affej001
Alicea,Luis,1355,ALICEA19650729A,110136,alicl001
Asencio,Miguel,1356,ASENCIO19800929A,407900,asenm001
Austin,Jeff,1357,AUSTIN19761019A,406953,austj002
Beltran,Carlos,1358,BELTRAN19770424A,136860,beltc001
Berger,Brandon,1359,BERGER19750221A,407356,bergb001
Berroa,Angel,1360,BERROA19780127A,407556,berra001
Bukvich,Ryan,1362,BUKVICH19780513A,424426,bukvr001
Byrd,Paul,1363,BYRD19701203A,111838,byrdp001
Febles,Carlos,1367,FEBLES19760524A,136866,feblc001
Gomez,Alexis,1371,GOMEZ19800806A,346796,gomea001
Grimsley,Jason,1375,GRIMSLEY19670807A,115169,grimj001
Guiel,Aaron,1376,GUIEL19721005A,408224,guiea001
Hernandez,Runelvys,1379,HERNANDEZ19780427A,424465,hernr003
Hinch,A.J.,1381,HINCH19740515A,134460,hinca001
Ibanez,Raul,1382,IBANEZ19720602A,116380,ibanr001
Knoblauch,Chuck,1384,KNOBLAUCH19680707A,117197,knobc001
MacDougal,Mike,1385,MACDOUGAL19770305A,213680,macdm001
May,Darrell,1387,MAY19720613A,118469,may-d002
Mayne,Brent,1388,MAYNE19680419A,118490,maynb001
Mullen,Scott,1390,MULLEN19750117A,150206,mulls002
Obermueller,Wes,1391,OBERMUELL19761222A,425286,oberw001
Pellow,Kit,1392,PELLOW19730828A,408227,pellk001
Perez,Neifi,1393,PEREZ19730602A,120413,peren001
Quinn,Mark,1394,QUINN19740521A,240494,quinm001
Randa,Joe,1395,RANDA19691218A,120922,randj002
Reichert,Dan,1396,REICHERT19760712A,150209,reicd001
Sedlacek,Shawn,1397,SEDLACEK19770629A,424184,sedls001
Stein,Blake,1399,STEIN19730803A,133121,steib002
Suppan,Jeff,1400,SUPPAN19750102A,122987,suppj001
Voyles,Brad,1404,VOYLES19761230A,400143,voylb001
Wilson,Kris,1405,WILSON19760806A,330892,wilsk001
Acevedo,Juan,1406,ACEVEDO19700505A,110032,acevj001
Bernero,Adam,1409,BERNERO19761128A,333293,berna001
Beverlin,Jason,1410,BEVERLIN19731127A,407857,bevej001
Cornejo,Nate,1412,CORNEJO19790924A,407074,cornn001
Easley,Damion,1413,EASLEY19691111A,113702,easld001
Eckenstahler,Eric,1414,ECKENSTAH19761217A,425166,eckee001
Farnsworth,Jeff,1416,FARNSWORT19751006A,407906,farnj001
Fick,Robert,1417,FICK19740315A,137001,fickr001
German,Franklyn,1418,GERMAN19800120A,407883,germf001
Greisinger,Seth,1419,GREISINGE19750729A,133960,greis001
Halter,Shane,1420,HALTER19691108A,115370,halts001
Henriquez,Oscar,1422,HENRIQUEZ19740128A,115780,henro001
Higginson,Bobby,1423,HIGGINSON19700818A,115915,higgb001
Infante,Omar,1424,INFANTE19811226A,408299,infao001
Inge,Brandon,1425,INGE19770519A,276346,ingeb001
Jackson,Damian,1426,JACKSON19730816A,116423,jackd003
Lima,Jose,1429,LIMA19720930A,117769,limaj001
Lombard,George,1431,LOMBARD19750914A,136601,lombg001
Loux,Shane,1432,LOUX19790831A,400076,louxs001
Magee,Wendell,1433,MAGEE19720803A,118136,magew001
Maroth,Mike,1434,MAROTH19770817A,400077,marom001
Meluskey,Mitch,1435,MELUSKEY19730918A,136581,melum001
Monroe,Craig,1436,MONROE19770227A,407155,monrc001
Munson,Eric,1437,MUNSON19771003A,276347,munse001
Palmer,Dean,1438,PALMER19681227A,120194,palmd002
Paquette,Craig,1440,PAQUETTE19690328A,120214,paquc001
Perisho,Matt,1444,PERISHO19750608A,120419,perim001
Powell,Brian,1446,POWELL19731010A,150064,poweb001
Redman,Mark,1447,REDMAN19740105A,150230,redmm002
Rivera,Mike,1448,RIVERA19760908A,407576,rivem003
Rodney,Fernando,1449,RODNEY19770318A,407845,rodnf001
Santiago,Ramon,1452,SANTIAGO19790831A,421124,santr002
Simon,Randall,1453,SIMON19750526A,122251,simor001
Truby,Chris,1456,TRUBY19731209A,150067,trubc001
Van Hekken,Andy,1457,VANHEKKEN19790731A,407843,vanha001
Walbeck,Matt,1459,WALBECK19691002A,123803,walbm001
Walker,Jamie,1460,WALKER19710701A,123828,walkj001
Young,Dmitri,1461,YOUNG19731011A,124693,yound001
Blake,Casey,1463,BLAKE19730823A,232694,blakc001
Canizaro,Jay,1465,CANIZARO19730704A,111957,canij001
Cuddyer,Michael,1466,CUDDYER19790327A,150212,cuddm001
Fiore,Tony,1469,FIORE19711012A,150106,fiort001
Frederick,Kevin,1472,FREDERICK19761104A,407864,fredk001
Guardado,Eddie,1474,GUARDADO19701002A,115216,guare001
Guzman,Cristian,1475,GUZMAN19780321A,150217,guzmc001
Hawkins,LaTroy,1476,HAWKINS19721221A,115629,hawkl001
Hocking,Dennis,1478,HOCKING19700402A,116000,hockd001
Hunter,Torii,1480,HUNTER19750718A,116338,huntt001
Jones,Jacque,1483,JONES19750425A,150218,jonej003
Kielty,Bobby,1485,KIELTY19760805A,282878,kielb001
Kinney,Matt,1486,KINNEY19761216A,150219,kinnm002
Koskie,Corey,1487,KOSKIE19730628A,136731,koskc001
LeCroy,Matt,1489,LECROY19751213A,150220,lecrm001
Lohse,Kyle,1490,LOHSE19781004A,346798,lohsk001
Mays,Joe,1493,MAYS19751210A,150222,maysj001
Mientkiewicz,Doug,1494,MIENTKIEW19740619A,137006,miend001
Milton,Eric,1495,MILTON19750804A,132980,milte001
Mohr,Dustan,1496,MOHR19760619A,407380,mohrd001
Ortiz,David,1499,ORTIZ19751118A,120074,ortid001
Pierzynski,A.J.,1501,PIERZYNSK19761230A,150229,piera001
Prince,Tom,1503,PRINCE19640813A,120771,print001
Radke,Brad,1504,RADKE19721027A,120878,radkb001
Restovich,Michael,1506,RESTOVICH19790103A,282879,restm001
Rincon,Juan,1507,RINCON19790123A,346799,rincj001
Rivas,Luis,1508,RIVAS19790830A,276372,rival001
Romero,J.C.,1510,ROMERO19760604A,240694,romej001
Santana,Johan,1513,SANTANA19790313A,276371,santj003
Sears,Todd,1515,SEARS19751023A,331492,seart001
Valentin,Javier,1518,VALENTIN19750919A,123609,valej004
Wells,Bob,1519,WELLS19661101A,124077,wellb002
Biddle,Rocky,1524,BIDDLE19760521A,335092,biddr001
Borchard,Joe,1525,BORCHARD19781125A,400021,borcj001
Buehrle,Mark,1526,BUEHRLE19790323A,279824,buehm001
Clayton,Royce,1528,CLAYTON19700102A,112381,clayr001
Crede,Joe,1529,CREDE19780426A,150317,credj001
Foulke,Keith,1531,FOULKE19721019A,114342,foulk001
Garland,Jon,1532,GARLAND19790927A,279782,garlj001
Ginter,Matt,1533,GINTER19771224A,215197,gintm001
Glover,Gary,1534,GLOVER19761203A,150474,glovg001
Graffanino,Tony,1535,GRAFFANIN19720606A,115017,graft001
Harris,Willie,1536,HARRIS19780622A,407483,harrw001
Jimenez,D'Angelo,1539,JIMENEZ19771221A,150090,jimed001
Konerko,Paul,1542,KONERKO19760305A,117244,konep001
Liefer,Jeff,1544,LIEFER19740817A,150325,liefj001
Marte,Damaso,1547,MARTE19750214A,150122,martd004
Olivo,Miguel,1549,OLIVO19780715A,400018,olivm001
Osuna,Antonio,1551,OSUNA19730412A,120107,osuna002
Parque,Jim,1552,PARQUE19760208A,133220,parqj001
Paul,Josh,1553,PAUL19750519A,150331,paulj001
Porzio,Mike,1555,PORZIO19720820A,150053,porzm001
Rauch,Jon,1556,RAUCH19780927A,400010,raucj001
Ritchie,Todd,1558,RITCHIE19711107A,121234,ritct001
Rowand,Aaron,1559,ROWAND19770829A,400023,rowaa001
Wright,Dan,1568,WRIGHT19771214A,216106,wrigd001
Wunsch,Kelly,1569,WUNSCH19720712A,279823,wunsk001
Choate,Randy,1577,CHOATE19750905A,329092,choar001
Clemens,Roger,1579,CLEMENS19620804A,112388,clemr001
Coomer,Ron,1580,COOMER19661118A,112641,coomr001
Giambi,Jason,1583,GIAMBI19710108A,114739,giamj001
Henson,Drew,1585,HENSON19800213A,408214,hensd001
Hernandez,Adrian,1587,HERNANDEZ19750325A,406324,herna002
Hitchcock,Sterling,1588,HITCHCOCK19710429A,115982,hitcs001
Jeter,Derek,1589,JETER19740626A,116539,jeted001
Johnson,Nick,1590,JOHNSON19780919A,276376,johnn001
Karsay,Steve,1591,KARSAY19720324A,116853,karss001
Knight,Brandon,1592,KNIGHT19751001A,150284,knigb001
Mendoza,Ramiro,1596,MENDOZA19720615A,118947,mendr001
Mussina,Mike,1598,MUSSINA19681208A,119608,mussm001
Pettitte,Andy,1600,PETTITTE19720615A,120485,petta001
Posada,Jorge,1602,POSADA19710817A,120691,posaj001
Rivera,Mariano,1604,RIVERA19691129A,121250,rivem002
Soriano,Alfonso,1608,SORIANO19780107A,150093,soria001
Spencer,Shane,1609,SPENCER19720220A,133341,spens001
Stanton,Mike,1610,STANTON19670602A,122681,stanm003
Thames,Marcus,1611,THAMES19770306A,407801,thamm001
Thurman,Mike,1613,THURMAN19730722A,123327,thurm002
